Data source,From Country,From State,From City,To Country,To State,To City
Contoso,United States,Texas,Fort Worth,Belgium,East Flanders,Ghent
Contoso,United States,Texas,Georgetown,Estonia,Harju,Tallinn
Contoso,United States,Texas,Grand Prairie,Estonia,Harju,Tallinn
Contoso,United States,Texas,Hillsboro,Estonia,Tartu,Tartu
Contoso,United States,Texas,Houston,Estonia,Ida-Viru,Narva
Contoso,United States,Texas,Humble,Estonia,Pärnu,Pärnu
Contoso,United States,Texas,La Porte,Estonia,Ida-Viru,Kohtla-Järve
Contoso,United States,Texas,Lewisville,Belgium,Antwerp,Antwerp
Contoso,United States,Texas,Longview,Belgium,East Flanders,Ghent
Contoso,United States,Texas,Marshall,Belgium,Hainaut,Charleroi
Contoso,United States,Texas,Midland,Belgium,Liège,Liège
Contoso,United States,Texas,Minden,Belgium,Brussels,Brussels
Contoso,United States,Texas,Orange,Belgium,West Flanders,Bruges
Contoso,United States,Texas,Pasadena,Belgium,Namur,Namur
Contoso,United States,Texas,Plano,Belgium,Flemish Brabant,Leuven
Contoso,United States,Texas,Richardson,Belgium,Hainaut,Mons
Contoso,United States,Texas,Round Rock,Belgium,Antwerp,Mechelen
Contoso,United States,Texas,Russellville,Belgium,East Flanders,Aalst
Contoso,United States,Texas,San Antonio,Belgium,Hainaut,La Louvière
Contoso,United States,Texas,Shreveport,Belgium,Limburg,Hasselt
Contoso,United States,Texas,Spring,Belgium,East Flanders,Sint-Niklaas
Contoso,United States,Texas,Texas City,Belgium,West Flanders,Kortrijk
Contoso,United States,Utah,Bountiful,Belgium,West Flanders,Ostend
Contoso,United States,Utah,Cedar City,Belgium,Hainaut,Tournai
Contoso,United States,Virginia,Alexandria,Belgium,Limburg,Genk
Contoso,United States,Virginia,Chantilly,Belgium,Liège,Seraing
Contoso,United States,Virginia,Charlottesville ,Belgium,West Flanders,Roeselare
Contoso,United States,Virginia,Fredericksburg,Belgium,Hainaut,Mouscron
Contoso,United States,Virginia,Martinsville ,Belgium,Liège,Verviers
Contoso,United States,Virginia,Norfolk,Belgium,Limburg,Beringen
Contoso,United States,Virginia,Roanoke,Belgium,East Flanders,Dendermonde
Contoso,United States,Virginia,Virginia Beach,Belgium,Flemish Brabant,Vilvoorde
Contoso,United States,Virginia,Winchester,Belgium,Antwerp,Turnhout
Contoso,United States,Washington,Ballard,Argentina,Buenos Aires,Buenos Aires
Contoso,United States,Washington,Bellevue,Argentina,Córdoba,Córdoba
Contoso,United States,Washington,Bellingham,Argentina,Santa Fe,Rosario
Contoso,United States,Washington,Bothell,Argentina,Buenos Aires,La Plata
Contoso,United States,Washington,Bremerton,Argentina,Buenos Aires,Mar del Plata
Contoso,United States,Washington,Burien,Argentina,Tucumán,San Miguel de Tucumán
Contoso,United States,Washington,Chehalis,Argentina,Salta,Salta
Contoso,United States,Washington,Cheney,Argentina,Santa Fe,Santa Fe de la Vera Cruz
Contoso,United States,Washington,Cle Elum,Argentina,Buenos Aires,Vicente López
Contoso,United States,Washington,Edmonds,Argentina,Corrientes,Corrientes
Contoso,United States,Washington,Everett,Argentina,Buenos Aires,Pilar
Contoso,United States,Washington,Fall City,Argentina,Buenos Aires,Bahía Blanca
Contoso,United States,Washington,Granger,Argentina,Chaco,Resistencia
Contoso,United States,Washington,Issaquah,Argentina,Misiones,Posadas
Contoso,United States,Washington,Kennewick,Argentina,Jujuy,San Salvador de Jujuy
Contoso,United States,Washington,Kirkland,Argentina,Santiago del Estero,Santiago del Estero
Contoso,United States,Washington,Lynnwood,Argentina,Entre Ríos,Paraná
Contoso,United States,Washington,Marysville,Argentina,Neuquén,Neuquén
Contoso,United States,Washington,North Bend,Argentina,Formosa,Formosa
Contoso,United States,Washington,Olympia,Argentina,Buenos Aires,Lanús
Contoso,United States,Washington,Port Orchard,Argentina,Mendoza,Godoy Cruz
Contoso,United States,Washington,Puyallup,Argentina,Mendoza,Las Heras
Contoso,United States,Washington,Redmond,Argentina,La Rioja,La Rioja
Contoso,United States,Washington,Renton,Chile,Santiago Metropolitan,Santiago
Contoso,United States,Washington,Seattle,Chile,Santiago Metropolitan,Puente Alto
Contoso,United States,Washington,Sedro Woolley,Chile,Santiago Metropolitan,Maipú
Contoso,United States,Washington,Snoqualmie,Chile,Santiago Metropolitan,La Florida
Contoso,United States,Washington,Spokane,Chile,Valparaíso,Viña del Mar
Contoso,United States,Washington,Sunnyside,Chile,Antofagasta,Antofagasta
Contoso,United States,Washington,Tacoma,Chile,Valparaíso,Valparaíso
Contoso,United States,Washington,Toppenish,Chile,Santiago Metropolitan,Las Condes
Contoso,United States,Washington,Veradale,Chile,Santiago Metropolitan,San Bernardo
Contoso,United States,Washington,Walla Walla,Chile,Araucanía,Temuco
Contoso,United States,Washington,Wapato,Chile,Santiago Metropolitan,Peñalolén
Contoso,United States,Washington,Yakima,Chile,Biobío,Concepción
Contoso,United States,Wisconsin,Appleton,Chile,O'Higgins,Rancagua
Contoso,United States,Wisconsin,Burlington,Chile,Santiago Metropolitan,Pudahuel
Contoso,United States,Wisconsin,East Troy,Chile,Santiago Metropolitan,La Pintana
Contoso,United States,Wisconsin,Edgerton,Chile,Maule,Talca
Contoso,United States,Wisconsin,Fond du Lac,Chile,Santiago Metropolitan,El Bosque
Contoso,United States,Wisconsin,Fort Atkinson,Chile,Arica,Arica
Contoso,United States,Wisconsin,Green Bay,Chile,Tarapacá,Iquique
Contoso,United States,Wisconsin,Madison,Chile,Santiago Metropolitan,Ñuñoa
Contoso,United States,Wisconsin,Manitowoc,Chile,Biobío,Talcahuano
Contoso,United States,Wisconsin,Menasha,Chile,Los Lagos,Puerto Montt
Contoso,United States,Wisconsin,Milwaukee,Chile,Coquimbo,Coquimbo
Contoso,United States,Wisconsin,Oregon,Chile,Santiago Metropolitan,Cerro Navia
Contoso,United States,Wisconsin,Oshkosh,Chile,Santiago Metropolitan,Recoleta
Contoso,United States,Wisconsin,Port Washington,Chile,Coquimbo,La Serena
Contoso,United States,Wisconsin,Racine,Chile,Biobío,Chillán
Contoso,United States,Wisconsin,Sheboygan,Chile,Santiago Metropolitan,Renca
Contoso,United States,Wisconsin,Stoughton,Chile,Santiago Metropolitan,Conchalí
Contoso,United States,Wisconsin,Waukesha,Chile,Santiago Metropolitan,La Granja
Contoso,United States,Wyoming,Casper,Chile,Los Lagos,Osorno
Contoso,United States,Wyoming,Cheyenne,Chile,Santiago Metropolitan,Estación Central
